ID,Movie Name,Rating(10),Votes,Genre,Language
tt5260886,3:56 Killari,5.8,6,Thriller            ,marathi
tt1582466,Adhurs,6.7,"2,351","Action, Comedy, Thriller            ",urdu
tt4736002,Badsha: The King,7.1,15,"Action, Drama            ",bengali
tt0250120,Yeh Aman,7.9,7,Drama            ,urdu
tt1694542,Tanu Weds Manu,6.8,"13,622","Comedy, Drama, Romance            ",punjabi
tt7557024,Aravindante Athidhikal,7.0,"1,047","Comedy, Drama            ",malayalam
tt1630235,De Dhakka,7.1,356,"Comedy, Drama, Family            ",marathi
tt0234280,Mugguru Kodukulu,7.4,81,"Action, Drama            ",telugu
tt1613040,Leader,8.0,"4,225",Drama            ,telugu
tt0382771,Jungle Ki Beti,3.5,10,Adventure            ,hindi
tt0332175,Kazhukan,5.3,10,Drama            ,malayalam
tt9817018,When the Moon Was Full,6.7,"1,878","Crime, Drama, Romance            ",oriya
tt8265146,Ateet,4.2,187,Thriller            ,hindi
tt8274428,O Rangreza,8.0,37,Drama            ,oriya
tt0255360,Mazhavillu,6.1,135,"Drama, Romance            ",malayalam
tt0248347,Raman Thediya Seethai,7.3,38,Drama            ,tamil
tt0368559,Abar Aranye,6.0,142,Drama            ,bengali
tt5360296,Madam Fuli,6.5,65,"Drama, Romance            ",bengali
tt1278447,Sikandar,6.4,261,"Crime, Drama, Mystery            ",hindi
tt0070947,Zanjeer,7.6,"3,693","Action, Crime, Drama            ",hindi
tt6023632,Lama La,8.4,5,Drama            ,nepali
tt6131328,English Padam,1.8,38,Comedy            ,tamil
tt4597430,Avunu Part 2,4.8,62,"Horror, Thriller            ",telugu
tt8223250,Bioscopewala,7.6,863,Drama            ,hindi
tt0155329,Varumayin Niram Sigappu,8.2,897,Drama            ,tamil
tt7478792,Puppa,8.0,472,"Comedy, Drama            ",urdu
tt0309778,Kony,7.4,135,"Drama, Sport            ",bengali
tt1218038,The President Is Coming,6.8,636,Comedy            ,urdu
tt4328102,Kandaen,4.4,29,"Comedy, Romance            ",tamil
tt2404670,Bhalobasha Karey Koy,4.5,11,"Comedy, Crime, Drama            ",bengali
tt0231817,Jeewan Jyoti,6.4,22,Drama            ,hindi
tt0237095,Chief Sahib,5.0,37,"Action, Comedy, Romance            ",urdu
tt0232041,Malyadaan,7.6,10,Drama            ,bengali
tt1579584,Jayanbhu Neschayambhura,6.9,17,Comedy            ,telugu
tt6348566,Maaveeran Kittu,6.6,259,"Action, Drama            ",tamil
tt0292142,Naaduvazhikal,7.1,273,"Action, Drama, Thriller            ",malayalam
tt5714092,Inkenti Nuvve Cheppu,8.4,48,"Comedy, Romance            ",telugu
tt6157776,Bhalo Theko,7.2,40,"Drama, Romance            ",bengali
tt0048242,Kankabatir Ghat,5.9,10,Drama            ,bengali
tt0331931,Chaakara,7.4,5,"Action, Drama            ",malayalam
tt7783776,Two Countries,5.8,42,Comedy            ,telugu
tt2861320,Policegiri,4.1,"1,366","Action, Comedy, Crime            ",hindi
tt1821480,Kahaani,8.1,"58,387","Mystery, Thriller            ",hindi
tt13810156,Noor Ul Ain,8.1,8,Drama            ,urdu
tt0249034,Mutyamantha Muddu,8.4,48,Romance            ,telugu
tt7484952,Idak: The Goat,8.3,24,"Adventure, Drama            ",marathi
tt7180648,Paambum Koneem: Snake and Ladder,8.0,20,"Short, Thriller            ",malayalam
tt1999935,Not a Love Story,5.0,690,"Crime, Drama, Thriller            ",hindi
tt0246722,Kaliyoonjal,6.2,134,Drama            ,malayalam
tt0251144,International Gorillay,4.3,80,"Action, Thriller            ",punjabi
tt0235329,Daya,7.2,142,"Comedy, Drama, Fantasy            ",malayalam
tt12312912,Fire in the Mountains,6.2,20,Drama            ,hindi
tt0337611,Dilwale,5.6,"2,732","Action, Drama, Romance            ",hindi
tt4759292,Chore Chore Mastuto Bhai,6.5,69,"Comedy, Drama, Musical            ",bengali
tt1591068,Prithibir Shesh Station,5.6,5,Drama            ,bengali
tt0157398,Bikhare Moti,3.6,13,"Action, Drama, Romance            ",hindi
tt0399530,Pyaar Ka Saaya,4.2,57,Drama            ,hindi
tt0106407,Bhagvad Gita: Song of the Lord,8.0,39,Drama            ,sanskrit
tt2357208,Run Baby Run,6.6,"1,553","Action, Comedy, Thriller            ",telugu
tt6413082,Lightman,6.4,13,Drama            ,tamil
tt10023080,Nedunalvaadai,7.3,276,Drama            ,tamil
tt0139525,Phool Aur Patthar,6.3,216,"Action, Drama, Romance            ",hindi
tt0418096,Rakht,3.7,602,"Horror, Thriller            ",hindi
tt1583218,Allari Ramudu,4.3,319,"Action, Comedy, Drama            ",telugu
tt0369239,Annapurna,8.4,14,Drama            ,kannada
tt1105741,Roudram,4.7,253,"Action, Crime, Thriller            ",malayalam
tt1722459,Thanthonni,4.9,295,"Action, Drama            ",malayalam
tt5531702,Ayna,6.5,11,"Drama, Romance            ",bengali
tt0431315,Paththar,4.2,14,Crime            ,hindi
tt0353725,Meesha Madhavan,7.9,"1,376","Comedy, Drama            ",malayalam
tt3322420,Queen,8.2,"61,263","Adventure, Comedy, Drama            ",hindi
tt2971786,Pehchan,8.6,9,Drama            ,oriya
tt11167286,Vattamesha Sammelanam,5.2,29,Comedy            ,malayalam
tt7314994,Mmirsa,8.0,13,Drama            ,hindi
tt10995146,Entha Manchivaadavuraa,5.4,271,"Action, Drama            ",telugu
tt9817760,Jai Mummy Di,3.6,802,"Comedy, Drama, Romance            ",hindi
tt3681440,Yaamirukka Bayamey,7.1,951,"Comedy, Horror            ",tamil
tt0154245,Bomma Borusa,6.3,7,"Comedy, Drama            ",telugu
tt1579849,Ottesi Chepthunna,6.7,34,Romance            ,telugu
tt0187441,Rama Rajyamlo Bheermaraju,5.6,18,"Action, Drama            ",telugu
tt2357926,Ramaiya Vastavaiya,5.7,"3,453","Action, Drama, Romance            ",hindi
tt3521084,Mokshya,8.5,10,"Comedy, Drama, Music            ",nepali
tt0255676,Vellanakalude Naadu,7.7,846,"Comedy, Drama            ",malayalam
tt11178266,Nenjirukkum Varai,8.1,16,Drama            ,tamil
tt0099429,Dil,6.7,"4,970","Comedy, Drama, Romance            ",hindi
tt0432385,AK 47,5.1,38,"Action, Thriller            ",hindi
tt8919396,Muklawa,6.1,437,Drama            ,punjabi
tt2408912,Chorabali,7.3,"1,439","Action, Crime, Thriller            ",bengali
tt6723182,Sivalinga,4.7,410,Horror            ,tamil
tt0248500,Swarnakamalam,7.9,448,"Drama, Musical, Romance            ",telugu
tt0156833,Naya Din Nai Raat,7.0,143,"Drama, Family            ",hindi
tt0070097,Gehri Chaal,5.4,125,"Action, Crime, Thriller            ",hindi
tt11029252,Thupaki Ramudu,6.4,18,"Comedy, Drama            ",telugu
tt0255013,Boeing Boeing,7.3,958,Comedy            ,malayalam
tt0278314,Arhatha,5.6,35,"Action, Drama, Thriller            ",malayalam
tt0114230,Raja,5.3,740,"Action, Drama, Romance            ",hindi
tt0104607,Khuda Gawah,6.5,"1,857","Action, Adventure, Drama            ",hindi
tt0981246,Meray Paas Paas,5.1,21,"Family, Romance            ",urdu
tt10314886,Mr. Jasoos,4.9,9,"Crime, Drama, Mystery            ",gujarati
tt0352488,Karu Diddina Kapuram,6.8,8,"Comedy, Drama            ",telugu
tt1577854,Munde U.K. De,6.6,123,"Comedy, Drama, Romance            ",punjabi
tt7753104,Limits of Freedom: The Street Children of Kathmandu,8.9,9,"Documentary, Short            ",nepali
tt0298267,Chhalia,6.5,6,Action            ,hindi
tt0460836,Ji,4.4,561,"Action, Drama            ",tamil
tt3073326,Goopi Gawaiya Bagha Bajaiya,7.0,117,"Animation, Comedy, Drama            ",hindi
tt0263833,Panduranga Mahatyam,8.1,54,"Drama, History, Musical            ",telugu
tt0311356,War and Peace,8.3,129,"Documentary, War            ",urdu
tt0271600,Kothapelli Kuthuru,8.8,40,"Comedy, Drama            ",telugu
tt5108764,Dagadi Chaawl,6.2,174,"Action, Crime, Drama            ",marathi
tt0156809,Mr. X,5.5,20,"Crime, Drama, Mystery            ",hindi
tt1734414,Best of Luck,2.2,106,"Comedy, Drama            ",malayalam
tt0378157,Kagaar: Life on the Edge,5.9,48,"Crime, Drama            ",hindi
tt0348644,Indian Babu,4.6,51,"Drama, Romance            ",hindi
tt3954068,Enakkul Oru Devathai,8.2,84,Family            ,tamil
tt11007068,Marne Bhi Do Yaaron,4.9,71,Comedy            ,hindi
tt4135336, Humsafar,8.7,23,"Drama, Romance            ",oriya
tt5610220,Khaemae Mein Matt Jhankain,8.0,10,Fantasy            ,urdu
tt8938678,Chokka Thangam,6.3,23,Drama            ,tamil
tt0059348,Kapurush,7.7,"1,456","Drama, Romance            ",bengali
tt0443316,"Everest: The Mountain at the Millennium, Vol. 1",8.0,6,"Documentary, Short            ",nepali
tt0273115,Bhoopathi,5.6,22,"Action, Drama, Thriller            ",malayalam
tt10916120,Ik Sandhu Hunda Si,4.9,230,"Action, Drama            ",punjabi
tt11924474,Rugged,6.3,9,Drama            ,kannada
tt3580552,Tera Mera Tedha Medha,4.0,9,Comedy            ,hindi
tt5277266,Loafer,5.1,323,"Action, Drama            ",telugu
tt2610258,Bavuttiyude Namathil,5.5,291,"Comedy, Drama            ",malayalam
tt0268635,Sheroo,6.8,12,"Drama, Family            ",hindi
tt1838630,Punyam Aham,5.6,29,Drama            ,malayalam
tt0446148,Laalchee,6.2,8,Drama            ,hindi
tt0244457,Chaitali,6.0,39,Drama            ,hindi
tt3514330,Youngistaan,5.1,"1,832","Drama, Romance            ",hindi
tt0929603,Badradri Ramudu,6.1,13,"Musical, Romance            ",telugu
tt0396491,Basanti Tangewali,4.8,8,"Action, Thriller            ",hindi
tt4317854,Vitti Dandu,7.4,43,"Drama, History            ",marathi
tt0242660,Mayamaschindra,6.8,5,Drama            ,telugu
tt0266400,Chandrasena,4.2,10,Adventure            ,tamil
tt0266439,Dacait,6.4,266,"Action, Drama            ",hindi
tt10834986,Gumnaami,7.8,"1,611","Action, Drama, History            ",bengali
tt5471732,Out of Range,4.8,10,Drama            ,malayalam
tt0313495,Prem Geet,7.6,65,Romance            ,hindi
tt1485072,Teree Sang: A Kidult Love Story,6.2,582,"Drama, Romance            ",hindi
tt4471676,Ek Tara,7.9,14,Musical            ,marathi
tt3910172,Mayabazaar,5.5,11,Fantasy            ,bengali
tt13967988,Calls,4.2,190,Drama            ,tamil
tt0131781,Anokha Pyar,6.9,44,Romance            ,hindi
tt1431739,Soggadi Pellam,4.2,102,"Action, Drama, Romance            ",telugu
tt2885244,Shiva Dada,6.4,7,Action            ,hindi
tt0292123,Moonnam Mura,7.4,339,"Action, Adventure, Thriller            ",malayalam
tt2403201,Humsafar,9.0,"3,548","Drama, Romance            ",urdu
tt0156608,Hira Aur Patthar,5.9,14,Family            ,hindi
tt11772718,Time Up,7.2,5,Drama            ,tamil
tt1575701,Uncle,3.5,19,Romance            ,telugu
tt0157056,Sonar Sansar,6.8,10,Drama            ,bengali
tt0319660,Keladi Kanmani,7.4,92,Drama            ,tamil
tt5632302,Karingunnam 6's,5.4,344,"Drama, Sport            ",malayalam
tt1046978,Sadhna,6.5,21,Drama            ,hindi
tt0050956,Sharada,6.5,101,"Drama, Romance, Musical            ",hindi
tt1043876,Woodstock Villa,3.3,392,"Drama, Mystery, Thriller            ",hindi
tt10984586,Shapludu (Bengali),7.8,278,"Crime, Thriller            ",bengali
tt5584038,Deshpremik,6.8,10,Drama            ,bengali
tt0301231,Duniya,7.1,186,"Action, Drama            ",hindi
tt3837180,Njan,6.1,554,Drama            ,malayalam
tt10508722,A Thing Of Magic,7.7,6,"Comedy, Drama, Family            ",marathi
tt8393764,Chhakka Panja 3,4.9,180,Comedy            ,nepali
tt1623696,Rajdhanir Buke,7.5,6,Musical            ,bengali
tt5341550,Bahuparaak,8.0,60,"Action, Crime, Drama            ",kannada
tt0248012,Fiza,6.1,"3,852","Action, Crime, Drama            ",urdu
tt4373868,Classmates,7.4,311,"Drama, Romance, Thriller            ",marathi
tt1986933,Praner Cheye Priyo,6.1,39,Drama            ,bengali
tt1877691,Love Breakups Zindagi,5.8,"1,000","Comedy, Drama, Romance            ",hindi
tt1105721,Chirutha,5.3,"1,856",Action            ,telugu
tt0360718,Kismet,4.9,17,"Action, Family, Musical            ",hindi
tt11214476,The Destiny Samaj of Banjaraa,7.3,10,Drama            ,hindi
tt4010306,Jigariyaa,4.9,301,Drama            ,hindi
tt1404023,Chirasathi,5.9,17,"Action, Comedy, Drama            ",bengali
tt1535020,Peraanmai,7.2,961,"Action, Adventure, Drama            ",tamil
tt7654668,Sitara,8.0,5,Drama            ,bengali
tt0057332,Mujhe Jeene Do,7.5,76,"Action, Crime, Drama            ",bhojpuri
tt2335908,Swami Ayyappan,7.5,34,"Animation, Action, Adventure            ",telugu
tt0370468,Do Jhoot,5.8,9,Romance            ,hindi
tt3407614,Puriyaatha Puthir,6.6,911,Thriller            ,telugu
tt2877914,18 Vayasu,5.1,13,"Action, Thriller            ",tamil
tt0292181,Peruvannapurathe Visheshangal,7.2,277,"Comedy, Drama            ",malayalam
tt8890500,Khana Khud Garam Karlo,7.0,15,Comedy            ,oriya
tt11214972,A1 Express,6.8,286,Drama            ,telugu
tt9573068,Ranj,7.2,9,Drama            ,punjabi
tt5983262,Tikli and Laxmi Bomb,7.9,"1,831",Drama            ,hindi
tt1334470,Raavan,5.4,"4,202","Action, Adventure, Drama            ",hindi
tt10742800,Yakeen Ka Safar,9.1,287,"Crime, Drama, Romance            ",oriya
tt0243639,Veerta,5.8,82,Action            ,hindi
tt1418677,Hochheta Ki?,6.3,15,Comedy            ,bengali
tt6416524,Avatharam,6.5,10,Drama            ,telugu
tt5298206,Bol Baby Bol,4.1,7,Comedy            ,marathi
tt4173938,Pakistan's Hidden Shame,7.6,107,Documentary            ,oriya
tt7111828,Ami Tumi,6.6,159,Comedy            ,telugu
tt2338862,Chemistry,5.1,7,Romance            ,hindi
tt8943338,En Kadhal Kanmai,5.7,7,Drama            ,tamil
tt6949882,Shubh Aarambh,6.9,108,"Comedy, Drama, Family            ",gujarati
tt1259985, Traffik,7.6,30,"Crime, Drama            ",oriya
tt6571548,The White Tiger,7.1,"45,185","Crime, Drama            ",hindi
tt6988116,Kalank,3.6,"11,600","Drama, Romance            ",hindi
tt0258107,Sabarimala Shri Dharmasastha,4.2,8,Drama            ,malayalam
tt1315590,Roohi,2.6,7,"Action, Drama, Romance            ",hindi
tt6765754,Thagapansamy,4.8,12,Action            ,tamil
tt0320210,Ormakal Marikkumo?,6.6,23,Drama            ,malayalam
tt4613552, Dirilis: Ertugrul,8.6,174,"Action, Adventure, Drama            ",urdu
tt5610172,Once Upon a Time in Amritsar,5.7,60,Drama            ,punjabi
tt4664406,Akbari Asghari,7.5,115,"Comedy, Drama, Romance            ",oriya
tt0266260,Arjun,7.2,848,"Action, Crime, Drama            ",hindi
tt1582658,Yagam,4.2,35,Action            ,telugu
tt10452466,2 Hours Love,6.7,205,Romance            ,telugu
tt0262455,Gundamma Katha,8.7,"1,375","Comedy, Drama            ",telugu
tt7971388,Damaru Ko Dandibiyo,8.7,37,"Drama, Sport            ",nepali
tt4425222,Aankhein: The Third Eye,7.2,13,Action            ,hindi
tt1075368,Nayanmoni,7.3,9,Drama            ,bengali
tt2922076,Veera Parampare,6.8,77,"Drama, Family            ",kannada
tt11343552,Anukunnadi Okkati Ayyindhi Okati,4.6,219,"Comedy, Crime, Drama            ",telugu
tt0260345,Sansar,6.9,163,Drama            ,hindi
tt0230412,Khoon Khoon,5.2,30,"Crime, Mystery, Thriller            ",hindi
tt0313395,Kitne Door... Kitne Paas,4.5,295,"Comedy, Romance            ",hindi
tt0267821,Pehla Aadmi,7.5,6,"Drama, History            ",hindi
tt1645011,Perfume Chowk,8.1,14,Comedy            ,urdu
tt0265781,Sommokadidhi Sokokadidhi,6.8,42,"Drama, Musical, Romance            ",tamil
tt0355823,Newspaper Boy,3.6,31,"Comedy, Drama, Mystery            ",malayalam
tt4368318,Anubrata Bhalo Achho? And a Verse Called Life,6.3,45,"Drama, Romance            ",bengali
tt6747786,Golapi Ekhon Dhakai,7.2,5,Drama            ,bengali
tt7262206,Karuppan,5.6,577,"Action, Thriller            ",tamil
tt5764024,OK Jaanu,5.2,"3,819","Drama, Romance            ",hindi
tt0246114,Nyayam Kavali,6.5,35,"Drama, Romance            ",telugu
tt2845796,Attakathi,7.1,708,"Comedy, Romance            ",tamil
tt0457805,Bombaiyer Bombete,7.2,724,"Adventure, Crime, Family            ",bengali
tt1982143,Pillaiyar Theru Kadaisi Veedu,4.4,9,"Drama, Romance            ",tamil
tt1082075,Pusher,6.2,628,"Action, Crime, Drama            ",hindi
tt0187109,Gurudev,5.0,145,"Action, Drama, Romance            ",hindi
tt5491352,Nawal Enna Jewel,6.9,11,Drama            ,malayalam
tt4251142,Sangee,7.1,290,"Drama, Musical, Romance            ",bengali
tt0154178,Aaina,6.9,91,Drama            ,malayalam
tt3658908,Jai Maa Vaishno Devi,8.0,37,Drama            ,hindi
tt2256514,Rush,3.7,831,"Crime, Thriller            ",hindi
tt3548416,Marriage Da Garriage,5.2,45,Comedy            ,punjabi
tt1931513,Ponnar Sankar,3.7,58,"Drama, Thriller            ",tamil
tt1749177,Daam,8.4,200,"Drama, Romance            ",oriya
tt0155946,Parvathi,6.8,5,Drama            ,tamil
tt3808216,Yoogan,6.4,15,"Horror, Thriller            ",tamil
tt2187090,Raktha Kanneeru,7.9,521,"Comedy, Drama            ",kannada
tt1149252,Shejari Shejari,7.3,52,Comedy            ,marathi
tt3005850,Sooper Se Ooper,4.3,175,Comedy            ,hindi
tt6409262,Zhalla Bobhata,7.9,14,Comedy            ,marathi
tt5515490,Bir Soinik,6.2,16,"Action, Drama, Romance            ",bengali
tt0386221,Mehndi,7.8,130,Drama            ,oriya
tt0242301,Basant,6.5,33,"Comedy, Drama, Romance            ",hindi
tt14524680,The Invisible Humans,9.9,8,Short            ,malayalam
tt8017136,Tony: My Mentor the Serial Killer,8.0,456,Thriller            ,hindi
tt7254868,Gangster Blues,6.3,37,"Action, Crime, Romance            ",nepali
tt1359589,Sound of Boot,4.4,75,"Action, Crime, Mystery            ",malayalam
tt0469027,Bangaram,4.7,746,"Action, Drama            ",telugu
tt4105550,Hanuman.com,5.4,73,Drama            ,bengali
tt0346457,Mangal Pandey: The Rising,6.6,"9,451","Biography, Drama, History            ",oriya
tt4300638,Dujane,7.6,9,"Drama, Romance            ",bengali
tt1589991,Bourani,6.6,15,Drama            ,bengali
tt7782364,Rendu Rellu Aaru,6.5,22,Comedy            ,telugu
tt0107820,Phool,5.1,98,Romance            ,hindi
tt6639058,Julieum 4 Perum,4.7,7,Family            ,tamil
tt7166344,Baro Bou,6.0,21,Drama            ,bengali
tt0384914,Dhukdhuki,7.8,12,Romance            ,nepali
tt0924258,Ninnu Choodalani,4.5,260,Romance            ,telugu
tt10160390,Asuran,4.7,15,Horror            ,tamil
tt0353213,Ayalathe Addeham,6.8,147,"Comedy, Drama, Family            ",malayalam
tt2147281,Faisla Main Karungi,4.0,7,Action            ,hindi
tt8206708,Carry On Jatta 2,6.9,"1,011",Comedy            ,punjabi
tt2769462,Modern Girl,4.5,6,Romance            ,hindi
tt5959980,Vada Chennai,8.4,"11,838","Action, Crime, Drama            ",tamil
tt1611165,Suhagan,5.4,14,Drama            ,urdu
tt0282554,Hello Brother,7.4,405,"Action, Comedy, Drama            ",telugu
tt3322626,Chidambara Ragasiyam,6.4,21,Family            ,tamil
tt1587744,Baikunther Will,6.9,9,Drama            ,bengali
tt0214976,Nadhi,6.4,16,"Comedy, Drama            ",malayalam
tt0350806,Dharma Chakram,8.4,32,Drama            ,telugu
tt1797486,Sat Sri Akal,5.5,16,"Drama, Family, Romance            ",punjabi
tt0396362,Reliance World Cup Cricket 1987,5.8,17,Sport            ,urdu
tt1102335,Sooryakireedam,4.1,8,Horror            ,malayalam
tt0249359,Ankuram,7.9,56,Drama            ,telugu
tt0158294,Tumse Achha Kaun Hai,6.5,80,"Comedy, Drama, Romance            ",oriya
tt0779739,Maa Pallelo Gopaludu,6.7,13,Drama            ,telugu
tt5321116,Ononto Prem,8.3,7,"Adventure, Drama, Romance            ",bengali
tt6264452,Meera Jaakirathai,3.0,11,Horror            ,tamil
tt1826943,Vanthaan Vendraan,3.9,235,"Action, Crime, Thriller            ",tamil
tt11457858, Coke Studio,8.6,5,Music            ,urdu
tt0271881,Yerra Mandaram,7.2,37,Drama            ,telugu
tt11384348,Incredible India,8.3,9,Drama            ,hindi
tt8042234,Kalavani Mappillai,5.1,36,"Comedy, Romance            ",tamil
tt1189006,Toonpur Ka Superrhero,4.2,729,"Animation, Action, Adventure            ",hindi
tt0246098,Mysore Mallige,7.8,62,Drama            ,kannada
tt4907262,Extraordinaari,3.4,9,"Drama, Family, Fantasy            ",hindi
tt0186840,Avalude Ravukal,6.6,57,Drama            ,malayalam
tt0292083,Madrasile Mon,6.6,14,Drama            ,malayalam
tt0495871,Nishane Bazi,3.4,8,"Action, Adventure, Crime            ",hindi
tt0154159,Apoorva Raagangal,7.5,355,"Drama, Romance            ",tamil
tt10800932,Gimmick,4.7,23,Horror            ,kannada
tt6834356,96,7.5,8,"Crime, Mystery, Thriller            ",kannada
tt0404240,Mission Mumbai,3.9,24,Action            ,hindi
tt0062892,Dil Aur Mohabbat,6.1,20,Action            ,hindi
tt0331639,Shakthi: The Power,6.0,"4,621","Action, Drama            ",hindi
tt4429128,Papanasam,8.4,"6,230","Drama, Thriller            ",tamil
tt0357236,Thandavam,3.0,279,"Action, Drama            ",tamil
tt0338721,Annarth,3.2,136,"Action, Crime, Drama            ",hindi
tt0050734,Musafir,7.6,98,Drama            ,hindi
tt6925998,Bandini,6.7,6,"Drama, Romance            ",bengali
tt4353962,Mariyam Mukku,4.2,142,Drama            ,malayalam
tt0249836,Nawab Sirajuddaula,7.6,183,"Biography, Drama, History            ",oriya
tt7710132,Kuntham,3.2,17,"Action, Drama            ",malayalam
tt0268326,Geetanjali,6.1,44,Drama            ,hindi
tt8158512,Ahare Mon,7.2,292,"Drama, Romance            ",bengali
tt0175420,Aag,6.2,29,"Action, Drama            ",hindi
tt4175960,Unknown Love,7.2,17,"Action, Drama, Musical            ",bengali
tt7222944,Aa Eradu Varshagalu,8.0,12,"Drama, Romance            ",kannada
tt10080924,Sweater,7.3,718,Drama            ,bengali
tt0330843,Saathiya,6.8,"6,670","Drama, Family, Romance            ",hindi
tt0314349,Mahayanam,7.1,114,"Action, Drama            ",malayalam
tt0430446,Paanch Fauladi,4.2,11,"Action, Drama            ",hindi
tt0396057,Hum Pyar Tumhi Se Kar Baithe,5.8,45,"Musical, Romance            ",hindi
tt0409694,Anandam,7.2,230,Romance            ,telugu
tt11470290,Gentleman,7.1,290,"Action, Drama, Mystery            ",kannada
tt10157184,Marumagan,3.6,5,Drama            ,tamil
tt0215067,Poovinnu Puthiya Poonthennal,7.0,116,"Crime, Drama, Thriller            ",malayalam
tt1183907,Murari,7.8,"3,770","Drama, Romance, Thriller            ",telugu
tt0214657,Ee Kannikoodi,7.2,153,"Mystery, Thriller            ",malayalam
tt0091256,Ijaazat,8.3,"1,360","Drama, Musical, Romance            ",hindi
tt7128254,Goutham Nanda,6.4,678,"Action, Drama            ",telugu
tt10530662,Naan Petta Makan,6.5,26,"Biography, Drama            ",malayalam
tt13759622,Scorned,2.5,24,Thriller            ,hindi
tt11542520,Samudhram,6.2,24,Drama            ,tamil
tt6149662,Amir Salman Shahrukh,5.5,12,Comedy            ,hindi
tt0390602,Vikramarka Vijayam,7.2,10,"Adventure, Fantasy            ",telugu
tt1579674,Prema Thapassu,5.7,10,Drama            ,telugu
tt14237398,Tempt Raja,7.6,662,Comedy            ,telugu
tt6056644,Majnu,6.5,843,"Comedy, Drama, Romance            ",tamil
tt0087975,Raaj Tilak,5.9,120,"Action, Drama            ",hindi
tt0157736,Hari Darshan,7.5,44,Fantasy            ,hindi
tt12465770,Devan,7.4,11,"Action, Drama            ",tamil
tt0216030,Netaji Subhash Chandra Bose,7.7,25,"Biography, Drama            ",bengali
tt0495627,Shabdavedi,7.0,124,"Action, Crime, Thriller            ",kannada
tt0448552,Immini Nalloraal,2.4,116,"Comedy, Romance            ",malayalam
tt1734480,Shikkar,6.2,456,"Action, Drama, Thriller            ",malayalam
tt3778178,Houseful,6.3,36,Drama            ,hindi
tt3365886,Golpo Holeo Shotti,6.3,363,Horror            ,bengali
tt0388554,Yuhi Kabhi,6.1,10,"Comedy, Drama            ",hindi
tt5495258,Pokkiri Raja,3.6,231,Comedy            ,tamil
tt0262359,Daulat,6.1,35,"Action, Crime, Drama            ",hindi
tt0259583,Sitam,6.0,14,"Drama, Family            ",hindi
tt1610452,Band Baaja Baaraat,7.2,"15,361","Comedy, Drama, Romance            ",hindi
tt0442831,Rui Ka Bojh,7.7,209,Drama            ,hindi
tt2287973,Rachcha,4.4,"2,442",Action            ,telugu
tt7968500,Jarugandi,5.5,116,"Comedy, Drama            ",tamil
tt2955162,Moggina Manasu,7.2,122,"Music, Romance            ",kannada
tt1101665,Shaurya: It Takes Courage to Make Right... Right,7.3,"3,923","Crime, Drama, Thriller            ",hindi
tt2606836,Mastaner Upor Mastan,6.4,9,Action            ,bengali
tt10827864,Teacher Of The Year,7.6,8,"Comedy, Drama, Family            ",gujarati
tt0376884,Shiv Ram,4.4,23,"Action, Crime, Drama            ",hindi
tt0439869,Varsham,7.1,"1,262","Action, Comedy, Romance            ",telugu
tt0355800,Nagarapuranam,3.9,10,"Action, Comedy, Drama            ",malayalam
tt8710194,Ishq My Religion,8.2,14,"Adventure, Romance            ",punjabi
tt0266753,Mastana,6.7,6,"Drama, Family            ",hindi
tt4937812,Thoongaavanam,7.0,"1,977","Action, Crime, Thriller            ",telugu
tt7568856,Baban,7.7,225,Action            ,marathi
tt2048853,Samudra,6.8,10,Drama            ,marathi
tt0043997,Sazaa,6.2,36,"Drama, Family            ",hindi
tt8289312,Nazr e bad,8.4,7,Mystery            ,oriya
tt0353477,Ganamela,4.2,33,"Comedy, Drama, Musical            ",malayalam
tt1024943,Om Shanti Om,6.7,"39,457","Action, Comedy, Drama            ",oriya
tt2064849,London Paris New York,5.7,"3,668",Romance            ,hindi
tt0457781,Athey Kangal,7.4,187,"Comedy, Mystery, Thriller            ",tamil
tt0254764,Seetha Rama Kalyanam,7.7,82,"Drama, Musical            ",telugu
tt0117986,Tunnu Ki Tina,6.2,15,"Comedy, Drama            ",hindi
tt1821559,Oridam,6.8,5,Drama            ,malayalam
tt1835891,Allide Nammane Ille Bande Summane,7.1,7,Comedy            ,kannada
tt0054059,Manzil,7.2,52,"Drama, Romance            ",oriya
tt2960140,Sye,6.8,53,"Action, Drama, Romance            ",kannada
tt1606202,Dhrona,4.7,62,Action            ,telugu
tt3033578,Buddy,4.7,49,Family            ,malayalam
tt6095994,Khoj,6.8,447,"Crime, Mystery, Thriller            ",nepali
tt0156192,Zindagi,7.0,12,Drama            ,oriya
tt0230075,Charitra,6.3,10,Drama            ,hindi
tt6613814,Solo,7.1,"3,173","Action, Drama, Thriller            ",tamil
tt9766280,Bhangra Paa Le,6.0,276,"Comedy, Drama, Music            ",hindi
tt0249836,Nawab Sirajuddaula,7.6,183,"Biography, Drama, History            ",urdu
tt1266583,Mumbai Meri Jaan,7.7,"5,961",Drama            ,hindi
tt0093603,Nayakan,8.6,"16,829","Crime, Drama            ",tamil
tt1451437,Vilapangalkkappuram,4.5,13,Drama            ,malayalam
tt4744086,Ki & Ka,5.8,"5,323","Comedy, Romance            ",hindi
tt5105780,Bojh,7.8,8,"Short, Drama            ",rajastani
tt0476761,Deha,6.3,66,Romance            ,hindi
tt1316591,Good Boy,4.6,5,Comedy            ,telugu
